	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
PTPRO_E56_F	0.02229	0.02978	0.02762	0.02106	0.02098	0.03121	0.02123	0.01926	0.01837	0.03469	0.01703	0.02282	0.01972	0.02882	0.02081	0.02797	0.01928	0.027	0.03402	0.03071	0.02137	0.02317	0.02219	0.01557	0.02492	0.01952	0.02512	0.02471	0.02643	0.02484	0.02525	0.0277	0.02811	0.01885	0.02638	0.03067	0.033	0.02348	0.02456	0.02955	0.02151	0.02273	0.02505	0.03196	0.02286	0.02054	0.02011	0.05003	0.04658	0.02974	0.03458	0.01969	0.0227	0.02068	0.02319	0.01851	0.03133	0.02653	0.02007	0.04079	0.0201	0.04504	0.02524	0.02651	0.02227	0.02583	0.29588	0.02163	0.20039	0.06229	0.02868	0.03135	0.02842	0.0217	0.04593	0.01887	0.07828	0.03279	0.02905	0.0837	0.10183	0.03188	0.03743	0.02708	0.04046	0.04432	0.03518	0.22648	0.08869	0.03361	0.03361	0.02778	0.02762	0.03265
PTPRO_P371_F	0.24647	0.12712	0.15878	0.15734	0.18876	0.17302	0.12044	0.11148	0.11138	0.14612	0.15255	0.18445	0.14141	0.1546	0.18314	0.17541	0.10523	0.15821	0.17226	0.10719	0.1855	0.21453	0.15529	0.16561	0.23441	0.15527	0.12392	0.15417	0.1286	0.16101	0.12326	0.16403	0.17422	0.18597	0.15509	0.11049	0.12283	0.15808	0.19491	0.15476	0.21922	0.18745	0.19867	0.1631	0.15379	0.14607	0.04637	0.19748	0.22038	0.15529	0.3931	0.2052	0.17479	0.2185	0.23026	0.20922	0.17877	0.16711	0.21405	0.16056	0.39404	0.2998	0.15961	0.27039	0.32358	0.22476	0.10718	0.351	0.61854	0.2359	0.36714	0.18213	0.17133	0.29105	0.18427	0.14236	0.22693	0.24419	0.13678	0.51277	0.14943	0.25159	0.19424	0.12956	0.18606	0.19681	0.19528	0.47886	0.22981	0.19122	0.21749	0.14408	0.22776	0.62606
PURA_P928_R	0.04467	0.05191	0.07424	0.04472	0.05132	0.05785	0.07503	0.06066	0.05109	0.067	0.05978	0.04666	0.09127	0.07907	0.08093	0.05028	0.05289	0.04351	0.04072	0.09489	0.05223	0.03926	0.06251	0.09919	0.04417	0.07287	0.06384	0.04621	0.06004	0.07395	0.03755	0.06734	0.0439	0.04081	0.04206	0.10587	0.05627	0.06362	0.07082	0.05782	0.05655	0.05169	0.09622	0.06743	0.07939	0.0779	0.04107	0.03484	0.04987	0.04299	0.05737	0.09818	0.05731	0.08236	0.04278	0.03424	0.05086	0.06323	0.04499	0.03572	0.03765	0.05362	0.14395	0.31003	0.24377	0.05152	0.05238	0.67126	0.04619	0.05688	0.12096	0.09607	0.05561	0.04699	0.048	0.05495	0.24832	0.04249	0.05622	0.83746	0.0373	0.04531	0.06471	0.05224	0.06966	0.13898	0.04662	0.48568	0.11977	0.18467	0.30289	0.07697	0.05543	0.04178
PWCR1_E81_R	0.98254	0.97493	0.98322	0.98221	0.9826	0.97788	0.9656	0.96301	0.9787	0.96843	0.9729	0.97605	0.97864	0.96443	0.9835	0.97787	0.97211	0.97495	0.96993	0.96559	0.98271	0.97892	0.97006	0.97677	0.97428	0.97082	0.97647	0.97535	0.97172	0.96381	0.97099	0.97412	0.98438	0.98124	0.9802	0.98081	0.97715	0.97295	0.98238	0.97489	0.9817	0.98467	0.9782	0.98267	0.98239	0.97986	0.97452	0.98019	0.9725	0.97424	0.9461	0.97606	0.96052	0.96854	0.97547	0.95262	0.97691	0.92451	0.87937	0.96798	0.9638	0.9612	0.96931	0.91028	0.85943	0.9482	0.97893	0.972	0.91893	0.97545	0.97755	0.97507	0.95439	0.98321	0.98018	0.967	0.97822	0.93208	0.94939	0.97211	0.97337	0.95564	0.95725	0.95834	0.91926	0.93649	0.96958	0.95011	0.9639	0.97248	0.94906	0.94326	0.93824	0.96107
PWCR1_P357_F	0.90168	0.86486	0.9123	0.89899	0.91243	0.84939	0.7922	0.83626	0.8838	0.83674	0.84928	0.88828	0.86369	0.85605	0.90278	0.85778	0.8558	0.88402	0.85444	0.89694	0.89545	0.87848	0.87799	0.85859	0.87128	0.85047	0.88173	0.87131	0.87356	0.83299	0.87927	0.91408	0.91276	0.88562	0.89653	0.88351	0.87405	0.86615	0.89099	0.88398	0.89082	0.90951	0.90536	0.89338	0.90765	0.8908	0.92081	0.87407	0.87401	0.861	0.72889	0.86896	0.6756	0.83123	0.89412	0.78684	0.8483	0.67747	0.64262	0.86006	0.90596	0.85602	0.84487	0.74548	0.66613	0.84934	0.89637	0.86517	0.68169	0.89099	0.90003	0.87941	0.84883	0.91133	0.85988	0.85785	0.89823	0.83283	0.81709	0.85797	0.88657	0.8392	0.83699	0.86917	0.79425	0.8118	0.88902	0.78166	0.85262	0.88209	0.8111	0.75829	0.79771	0.81172
PWCR1_P811_F	0.93828	0.90088	0.94697	0.93493	0.9246	0.91716	0.86274	0.8966	0.92771	0.92098	0.92502	0.92825	0.92383	0.89893	0.93876	0.93633	0.9209	0.92902	0.91165	0.93629	0.93996	0.93425	0.92737	0.93469	0.93076	0.9253	0.93476	0.91571	0.92618	0.91193	0.93183	0.92957	0.94056	0.93446	0.92963	0.93065	0.90824	0.92544	0.94072	0.93887	0.93161	0.93649	0.9247	0.94649	0.9421	0.93888	0.90139	0.93082	0.9081	0.91099	0.81766	0.90817	0.83349	0.86259	0.92816	0.86343	0.92428	0.7506	0.68032	0.91297	0.9548	0.90119	0.94041	0.81677	0.72092	0.88584	0.93894	0.93623	0.76777	0.91641	0.94691	0.93771	0.87431	0.94488	0.92822	0.88372	0.91787	0.87035	0.86812	0.92435	0.92865	0.90805	0.89067	0.87899	0.84349	0.9136	0.92136	0.87655	0.90426	0.93163	0.89888	0.86464	0.88747	0.93573
PXN_P308_F	0.23338	0.18025	0.09993	0.16055	0.15216	0.10244	0.09144	0.23512	0.12069	0.17511	0.14829	0.15785	0.10848	0.14996	0.14911	0.1344	0.12103	0.14405	0.17781	0.1321	0.13388	0.13008	0.13138	0.13521	0.1527	0.21409	0.10712	0.1352	0.12506	0.08641	0.16612	0.10471	0.18339	0.16333	0.1308	0.13207	0.18302	0.12094	0.16087	0.14046	0.13963	0.22212	0.12612	0.19174	0.13795	0.16533	0.04043	0.26256	0.2295	0.18433	0.11085	0.21676	0.09846	0.09912	0.29896	0.03374	0.19184	0.19146	0.12404	0.23832	0.03351	0.20603	0.13481	0.19212	0.28369	0.23004	0.16724	0.14796	0.04796	0.26256	0.21027	0.2611	0.164	0.149	0.20371	0.11917	0.2037	0.1965	0.13299	0.18877	0.23318	0.22759	0.19421	0.15778	0.21555	0.23035	0.16244	0.12222	0.20395	0.10857	0.16104	0.15494	0.15219	0.18984
PYCARD_E87_F	0.04898	0.04406	0.04562	0.04177	0.04171	0.04185	0.03624	0.03638	0.03246	0.04785	0.02994	0.039	0.04038	0.04127	0.03512	0.03336	0.0294	0.03318	0.04323	0.04923	0.04365	0.03527	0.03012	0.03013	0.03228	0.03617	0.04336	0.03556	0.04082	0.04736	0.04592	0.04018	0.04459	0.03437	0.03444	0.03971	0.03292	0.04057	0.03926	0.04554	0.04928	0.03907	0.04758	0.04042	0.03513	0.03493	0.0423	0.03624	0.04251	0.03057	0.05321	0.03309	0.03445	0.03125	0.04466	0.03739	0.03194	0.04368	0.0458	0.03928	0.05216	0.04428	0.04016	0.04527	0.56573	0.15475	0.04644	0.03806	0.05054	0.05435	0.04027	0.04503	0.03644	0.04401	0.03501	0.03207	0.2678	0.05885	0.03743	0.93568	0.04337	0.05147	0.05171	0.04286	0.06585	0.04272	0.03864	0.06157	0.04103	0.04492	0.04067	0.06122	0.08981	0.0486
PYCARD_P150_F	0.42379	0.34737	0.38674	0.36102	0.3925	0.36645	0.25533	0.62941	0.34311	0.45688	0.32426	0.35881	0.38627	0.31633	0.3897	0.38647	0.40726	0.47319	0.42653	0.53227	0.41572	0.43701	0.39459	0.34847	0.68823	0.39892	0.43215	0.33036	0.45247	0.29332	0.41213	0.25419	0.41288	0.33971	0.40686	0.43626	0.35732	0.45231	0.46413	0.30122	0.34562	0.38461	0.44068	0.33963	0.40009	0.33111	0.43641	0.39489	0.60286	0.46493	0.9104	0.51161	0.36659	0.37453	0.76634	0.78398	0.45073	0.32886	0.31469	0.55248	0.52499	0.63881	0.35042	0.61741	0.74137	0.65027	0.63292	0.70614	0.10672	0.57947	0.31199	0.58869	0.61495	0.38276	0.38904	0.79533	0.41904	0.44746	0.53777	0.89405	0.50938	0.60735	0.38392	0.50248	0.59279	0.74531	0.46728	0.78623	0.47302	0.29069	0.63461	0.86844	0.863	0.66833
PYCARD_P393_F	0.30557	0.25931	0.25864	0.18873	0.24942	0.28991	0.22359	0.21491	0.15434	0.21439	0.21015	0.24543	0.31126	0.20942	0.26075	0.23885	0.2157	0.25911	0.23657	0.27989	0.30573	0.29749	0.26639	0.21468	0.19399	0.26812	0.3032	0.23377	0.21393	0.15487	0.2408	0.22283	0.25897	0.2371	0.22991	0.39618	0.21864	0.34332	0.30179	0.28432	0.2695	0.28584	0.30877	0.20533	0.2673	0.20529	0.21675	0.24635	0.20511	0.23134	0.28829	0.15223	0.10268	0.31819	0.34868	0.10449	0.21517	0.10012	0.3543	0.19264	0.1649	0.18353	0.23054	0.39854	0.60306	0.40636	0.12513	0.2073	0.28628	0.1747	0.40068	0.23701	0.25924	0.19025	0.15246	0.12284	0.37857	0.19698	0.29335	0.79177	0.25937	0.36005	0.26243	0.12947	0.22137	0.68673	0.26854	0.24278	0.25804	0.22429	0.16211	0.44866	0.53902	0.55423
RAB32_E314_R	0.09539	0.08445	0.07385	0.09267	0.10208	0.10022	0.06211	0.07644	0.04912	0.12266	0.05936	0.06167	0.05509	0.07445	0.06543	0.06928	0.06862	0.09949	0.12881	0.08706	0.09392	0.08031	0.04917	0.06026	0.06807	0.06787	0.05416	0.0713	0.07777	0.07018	0.05744	0.06167	0.10568	0.07931	0.06984	0.05628	0.13299	0.07072	0.07496	0.07684	0.07963	0.06664	0.06729	0.0706	0.08013	0.07236	0.34309	0.16016	0.16829	0.12458	0.05687	0.12933	0.10521	0.0733	0.10798	0.05294	0.10527	0.07047	0.07318	0.17389	0.06609	0.2077	0.07719	0.14214	0.15515	0.17585	0.06956	0.09692	0.02275	0.42791	0.1001	0.15263	0.13647	0.07172	0.18881	0.07246	0.15524	0.16147	0.13638	0.87707	0.09077	0.04562	0.13356	0.05713	0.09007	0.10948	0.10057	0.0916	0.13009	0.047	0.10955	0.10869	0.08982	0.0604
RAB32_P493_R	0.20187	0.23461	0.25533	0.25959	0.24151	0.20515	0.19416	0.23279	0.14176	0.26856	0.15758	0.23973	0.27997	0.2241	0.18621	0.27899	0.24948	0.29708	0.3011	0.21276	0.25477	0.38704	0.24061	0.17405	0.12873	0.16962	0.22087	0.23551	0.20328	0.1479	0.24765	0.1705	0.18591	0.27841	0.24763	0.29815	0.24659	0.25731	0.28811	0.24818	0.23547	0.23744	0.24236	0.16386	0.22305	0.18569	0.02696	0.21937	0.38965	0.18816	0.14518	0.15982	0.1308	0.40432	0.24372	0.46421	0.26094	0.08028	0.14779	0.41133	0.02868	0.31114	0.49101	0.35442	0.7089	0.23095	0.68714	0.27986	0.05447	0.45336	0.39792	0.21476	0.18504	0.20032	0.21328	0.05934	0.18505	0.19957	0.16846	0.80603	0.32053	0.22665	0.28924	0.04773	0.09493	0.43995	0.3276	0.38842	0.38517	0.51899	0.34808	0.11816	0.11151	0.82976
RAD50_P191_F	0.79724	0.70434	0.79087	0.78142	0.7772	0.72817	0.53916	0.74487	0.70815	0.67706	0.75371	0.68962	0.6285	0.65734	0.70175	0.66044	0.72558	0.74913	0.70332	0.65949	0.7713	0.65124	0.71469	0.74671	0.67393	0.7193	0.61711	0.69404	0.6246	0.73285	0.67777	0.7222	0.81829	0.7768	0.73849	0.66743	0.62161	0.65901	0.714	0.77077	0.78978	0.84582	0.70558	0.71643	0.80447	0.79652	0.71512	0.72135	0.55328	0.6896	0.46565	0.7474	0.42642	0.45233	0.81026	0.52611	0.68129	0.53324	0.54366	0.6816	0.37127	0.52138	0.5304	0.50883	0.69613	0.56782	0.4732	0.8875	0.24888	0.69759	0.82514	0.5833	0.6238	0.60184	0.58374	0.77326	0.70405	0.58594	0.5331	0.93051	0.81204	0.73928	0.61557	0.7618	0.58194	0.45756	0.59574	0.61829	0.599	0.69316	0.5755	0.84623	0.41955	0.42122
RAD54B_P227_F	0.21693	0.16714	0.21019	0.17335	0.25263	0.1776	0.12769	0.1158	0.15761	0.21471	0.11582	0.15616	0.15909	0.204	0.11557	0.10302	0.11853	0.11734	0.20274	0.18258	0.2482	0.15559	0.10028	0.102	0.10841	0.10984	0.12775	0.17288	0.2846	0.2775	0.18229	0.16651	0.15674	0.19753	0.34221	0.14612	0.10918	0.1323	0.12022	0.16561	0.31084	0.22314	0.23923	0.22053	0.16999	0.16252	0.11346	0.09217	0.12095	0.16073	0.09976	0.15265	0.1202	0.07352	0.07521	0.10028	0.11973	0.11208	0.07983	0.10827	0.18083	0.11701	0.11101	0.10037	0.12296	0.0961	0.08978	0.17751	0.02446	0.12143	0.12728	0.12613	0.10961	0.1193	0.14836	0.24432	0.29526	0.15128	0.10459	0.09874	0.203	0.33767	0.18708	0.20864	0.12168	0.10412	0.14243	0.17262	0.21727	0.09684	0.15871	0.12285	0.15317	0.09652
RAF1_P330_F	0.12146	0.11071	0.11819	0.09589	0.14996	0.1135	0.07096	0.14365	0.07934	0.12135	0.09595	0.10441	0.10559	0.07569	0.09662	0.1111	0.07414	0.09933	0.17965	0.11332	0.16891	0.12241	0.10586	0.09702	0.09786	0.09542	0.07856	0.10243	0.07371	0.14235	0.0927	0.08878	0.09659	0.15946	0.08001	0.09404	0.08232	0.1057	0.1098	0.0952	0.12588	0.15058	0.12207	0.08666	0.14664	0.14252	0.02918	0.07739	0.09388	0.08794	0.07518	0.10219	0.11879	0.09055	0.08445	0.05136	0.09517	0.12475	0.15965	0.11589	0.09781	0.09278	0.12754	0.09628	0.14183	0.14442	0.11367	0.1032	0.07561	0.13201	0.0883	0.12292	0.12005	0.13781	0.13275	0.08541	0.21358	0.11014	0.12655	0.08938	0.08242	0.19974	0.1565	0.13421	0.10012	0.12268	0.09557	0.12326	0.16392	0.09814	0.11167	0.09381	0.11797	0.13646
RAN_P581_R	0.66595	0.66965	0.81436	0.81199	0.77595	0.72727	0.57936	0.73396	0.66826	0.72855	0.72565	0.7104	0.72223	0.72731	0.8234	0.7262	0.75462	0.80394	0.7102	0.77115	0.75407	0.74726	0.76773	0.70342	0.62676	0.66797	0.73504	0.72634	0.68915	0.69668	0.70484	0.68587	0.83694	0.75051	0.80963	0.70051	0.62468	0.66562	0.70012	0.74332	0.82934	0.80074	0.75428	0.69219	0.73467	0.73422	0.53781	0.62661	0.53773	0.7426	0.45792	0.71351	0.64481	0.44653	0.84332	0.25416	0.72994	0.53793	0.42483	0.73202	0.46147	0.66755	0.51484	0.60901	0.89661	0.57477	0.49397	0.47881	0.37841	0.58322	0.54458	0.60336	0.55847	0.68758	0.62017	0.86147	0.62564	0.44923	0.5031	0.9245	0.77171	0.84841	0.62979	0.87719	0.46906	0.75768	0.71795	0.62694	0.68645	0.45814	0.68682	0.93729	0.41093	0.909
RAP1A_P285_R	0.43165	0.34053	0.41191	0.37817	0.42297	0.34519	0.2966	0.32701	0.32479	0.3147	0.41985	0.34557	0.40105	0.38663	0.42126	0.39291	0.36596	0.36574	0.36091	0.38538	0.39364	0.42167	0.40817	0.35767	0.3125	0.30351	0.40361	0.38681	0.35977	0.35878	0.346	0.37196	0.47098	0.37928	0.38061	0.48175	0.29287	0.43365	0.3847	0.36576	0.41536	0.49504	0.36276	0.37792	0.41453	0.37396	0.41976	0.39019	0.3672	0.35527	0.28931	0.37806	0.22099	0.30181	0.31572	0.20226	0.28742	0.25258	0.25776	0.29636	0.18641	0.23221	0.31159	0.27623	0.39486	0.2201	0.30001	0.31865	0.21403	0.28741	0.32233	0.35071	0.34191	0.46535	0.25874	0.19403	0.37708	0.30449	0.47173	0.36858	0.42354	0.27619	0.32633	0.28976	0.34298	0.37048	0.48579	0.34646	0.39402	0.56988	0.33946	0.18099	0.19138	0.26055
RARA_E128_R	0.19714	0.23901	0.12727	0.16043	0.26337	0.17403	0.08317	0.14208	0.07991	0.18501	0.08779	0.16593	0.08255	0.13305	0.12383	0.09868	0.09194	0.11851	0.15462	0.12026	0.16449	0.10534	0.12422	0.11743	0.12175	0.17568	0.10807	0.12845	0.11602	0.12804	0.15073	0.11913	0.17721	0.13591	0.15979	0.11626	0.2669	0.07342	0.17355	0.11019	0.16697	0.15817	0.15722	0.24117	0.13958	0.15452	0.13953	0.18774	0.1568	0.16685	0.08612	0.18207	0.11151	0.07911	0.14393	0.0748	0.18427	0.07686	0.0708	0.14256	0.0426	0.18648	0.17233	0.14609	0.28645	0.24139	0.14346	0.10266	0.04205	0.2151	0.45771	0.21136	0.1152	0.16887	0.15291	0.11639	0.27633	0.07905	0.16888	0.34252	0.16898	0.18878	0.23959	0.09022	0.14891	0.11019	0.10132	0.10134	0.16918	0.09623	0.11492	0.08907	0.10119	0.05339
RARA_P1076_R	0.43765	0.57552	0.30255	0.37839	0.5886	0.4086	0.34599	0.6776	0.32064	0.64737	0.40499	0.4237	0.35824	0.41663	0.42275	0.40752	0.28802	0.37627	0.49712	0.40747	0.34457	0.41461	0.51318	0.33867	0.50084	0.59165	0.38088	0.34063	0.39919	0.31531	0.4908	0.34258	0.50554	0.38547	0.39995	0.36271	0.69931	0.30746	0.56723	0.31872	0.39853	0.29329	0.37171	0.31787	0.26227	0.32978	0.24336	0.73417	0.72119	0.60617	0.86422	0.79055	0.56303	0.36382	0.66738	0.59619	0.79514	0.7363	0.47748	0.73575	0.83157	0.77285	0.54718	0.5924	0.79863	0.8215	0.8018	0.66096	0.61558	0.81046	0.85394	0.73519	0.81762	0.73859	0.66205	0.79707	0.78043	0.44425	0.72853	0.81762	0.62096	0.6585	0.65595	0.16706	0.63614	0.38354	0.44928	0.52595	0.64133	0.35355	0.60221	0.82515	0.86404	0.63722
RARA_P176_R	0.48667	0.58892	0.36855	0.49398	0.59856	0.41506	0.20852	0.47383	0.27304	0.51739	0.28501	0.46831	0.21838	0.41539	0.49986	0.39121	0.32237	0.38319	0.50566	0.24949	0.41996	0.4208	0.41789	0.42313	0.39946	0.51662	0.23805	0.4053	0.31831	0.31131	0.38547	0.29017	0.4236	0.38263	0.36767	0.27949	0.60444	0.20041	0.50099	0.41157	0.40564	0.40964	0.45433	0.45166	0.40474	0.45437	0.81891	0.49608	0.52193	0.57901	0.20083	0.47496	0.29038	0.46744	0.48788	0.05217	0.56259	0.2112	0.38965	0.52193	0.02334	0.56219	0.49067	0.44795	0.74679	0.67022	0.25918	0.33452	0.15177	0.54562	0.82784	0.61495	0.39404	0.44609	0.49652	0.39455	0.599	0.26201	0.43868	0.83257	0.4846	0.50658	0.63629	0.24056	0.3375	0.44543	0.32343	0.30512	0.53014	0.53136	0.6301	0.50272	0.30031	0.15443
RARB_E114_F	0.06853	0.06956	0.05006	0.05114	0.08435	0.05758	0.03284	0.05523	0.03274	0.0829	0.0386	0.06053	0.05479	0.04804	0.05474	0.04595	0.02827	0.03917	0.08444	0.06136	0.05753	0.06337	0.03364	0.03978	0.1207	0.0494	0.04016	0.05635	0.04103	0.04622	0.05048	0.05108	0.07013	0.0746	0.05787	0.05073	0.06763	0.04645	0.05298	0.05145	0.05489	0.05703	0.04643	0.07221	0.05428	0.04596	0.02596	0.12585	0.26088	0.10315	0.0505	0.09318	0.08722	0.06046	0.07	0.10051	0.09184	0.0613	0.08302	0.12063	0.02914	0.13382	0.4758	0.14004	0.59051	0.18087	0.21252	0.09179	0.70341	0.31428	0.09113	0.23725	0.13011	0.04784	0.16215	0.5453	0.20495	0.14794	0.27677	0.04576	0.24507	0.05366	0.07463	0.06067	0.0565	0.18986	0.07975	0.52792	0.1128	0.35	0.09681	0.08937	0.06098	0.15638
RARB_P60_F	0.27003	0.2529	0.31563	0.29666	0.34156	0.31211	0.23301	0.28711	0.23045	0.32093	0.21631	0.26415	0.20664	0.27639	0.25595	0.21132	0.21887	0.22451	0.3545	0.19493	0.30703	0.27207	0.22428	0.23232	0.26432	0.21683	0.18617	0.26572	0.21511	0.27495	0.24231	0.24346	0.28243	0.29638	0.24972	0.29979	0.24577	0.27137	0.26126	0.26702	0.32012	0.31937	0.30962	0.25651	0.26991	0.22787	0.5653	0.14634	0.23264	0.26693	0.19962	0.2412	0.28767	0.17123	0.19158	0.09385	0.2597	0.25205	0.18681	0.26122	0.15791	0.23642	0.1852	0.18366	0.79781	0.3808	0.27505	0.22268	0.79927	0.28504	0.22203	0.20159	0.29569	0.26318	0.25931	0.65009	0.28922	0.25616	0.29046	0.24962	0.33995	0.21684	0.30665	0.34218	0.31201	0.32022	0.26342	0.64116	0.32606	0.297	0.28882	0.27796	0.26712	0.14555
RARRES1_E235_F	0.07778	0.06497	0.05924	0.05594	0.09238	0.0692	0.05549	0.06098	0.04911	0.08229	0.04672	0.05372	0.05942	0.10473	0.05126	0.04287	0.0408	0.05802	0.09402	0.05742	0.06458	0.06804	0.06387	0.04811	0.05079	0.04475	0.05213	0.04557	0.05246	0.08121	0.05815	0.05222	0.05547	0.06581	0.07373	0.05712	0.06307	0.06018	0.0493	0.06813	0.06698	0.06908	0.06398	0.08829	0.05332	0.06214	0.10756	0.08158	0.07307	0.05483	0.06117	0.06093	0.05735	0.05508	0.05886	0.48559	0.05425	0.05263	0.06463	0.14943	0.88695	0.08117	0.05939	0.06861	0.55986	0.08925	0.04967	0.05705	0.03437	0.07702	0.06663	0.06929	0.05181	0.06214	0.06308	0.03868	0.05606	0.09158	0.06304	0.87505	0.06412	0.0684	0.08113	0.06469	0.09704	0.0815	0.05869	0.08165	0.08209	0.06334	0.06993	0.06329	0.09293	0.04792
RARRES1_P426_R	0.69138	0.61516	0.58383	0.70242	0.60891	0.49876	0.37594	0.49496	0.51042	0.56725	0.59451	0.54108	0.33877	0.5651	0.55211	0.41854	0.53061	0.63374	0.56612	0.47417	0.59576	0.40319	0.4568	0.62238	0.37866	0.64692	0.37263	0.4852	0.45945	0.6739	0.50389	0.53955	0.72007	0.6602	0.48587	0.43312	0.66564	0.40326	0.53413	0.64059	0.59663	0.67241	0.52592	0.51091	0.59013	0.60596	0.85178	0.79291	0.59927	0.64568	0.448	0.55779	0.18965	0.43401	0.53811	0.43739	0.66102	0.20837	0.32881	0.62859	0.93024	0.49288	0.51717	0.48439	0.80738	0.57837	0.37127	0.46637	0.08127	0.62239	0.56631	0.4902	0.31163	0.38288	0.54391	0.35683	0.73198	0.50239	0.44003	0.88186	0.69999	0.53161	0.63536	0.68697	0.43277	0.38182	0.50768	0.27203	0.45334	0.25605	0.56014	0.2419	0.17548	0.37251
RARRES1_P57_R	0.84708	0.79362	0.82762	0.82479	0.84457	0.81573	0.65525	0.82096	0.78913	0.80793	0.75961	0.80015	0.802	0.75485	0.79448	0.78766	0.72203	0.78811	0.83439	0.73391	0.82508	0.80148	0.80222	0.80858	0.76441	0.81963	0.77956	0.79342	0.73301	0.8076	0.80312	0.79487	0.86422	0.86665	0.82293	0.81222	0.77734	0.79844	0.81037	0.81474	0.81798	0.84872	0.84573	0.88906	0.83396	0.82737	0.88162	0.78234	0.6832	0.7121	0.66231	0.74	0.69125	0.6899	0.73455	0.49861	0.74917	0.6674	0.72189	0.70519	0.82771	0.67661	0.74642	0.67387	0.71118	0.69387	0.72086	0.72339	0.44228	0.73479	0.75545	0.7473	0.67449	0.77345	0.74659	0.66341	0.76363	0.73116	0.71835	0.80535	0.74968	0.74037	0.76725	0.75005	0.67325	0.74803	0.67032	0.73068	0.77308	0.65128	0.63965	0.7267	0.63821	0.75015
RASA1_E107_F	0.0392	0.03584	0.03468	0.02833	0.03586	0.03707	0.05415	0.03976	0.02782	0.03558	0.02936	0.03178	0.03136	0.03832	0.03506	0.03431	0.03195	0.03512	0.04131	0.02872	0.04862	0.03365	0.0301	0.03831	0.03309	0.02863	0.03569	0.03723	0.03634	0.04653	0.03563	0.02352	0.04478	0.04095	0.03133	0.02922	0.03698	0.03691	0.02443	0.04267	0.04347	0.04299	0.03722	0.02311	0.03591	0.03108	0.02608	0.04908	0.03814	0.04132	0.04144	0.0357	0.0523	0.02816	0.0336	0.03257	0.02651	0.03354	0.05505	0.036	0.025	0.04376	0.03736	0.03932	0.03188	0.03274	0.02517	0.03285	0.01836	0.04006	0.04095	0.03617	0.04308	0.03847	0.03528	0.02906	0.0458	0.03685	0.02818	0.03804	0.02747	0.0365	0.04698	0.04101	0.0548	0.03796	0.03333	0.04885	0.04924	0.0334	0.04016	0.04593	0.0358	0.02661
RASGRF1_E16_F	0.04438	0.0507	0.03361	0.03307	0.03921	0.04876	0.02734	0.0402	0.02797	0.06138	0.02824	0.02899	0.02499	0.0498	0.03915	0.03639	0.03366	0.05361	0.0633	0.04429	0.0322	0.04822	0.04179	0.02952	0.03202	0.03487	0.02887	0.03408	0.04628	0.03853	0.03744	0.02877	0.05973	0.02841	0.02866	0.03243	0.05546	0.02971	0.04768	0.03894	0.03414	0.03226	0.03254	0.01806	0.02358	0.0345	0.03096	0.07271	0.07148	0.06629	0.04152	0.04238	0.04469	0.02657	0.0405	0.05021	0.08023	0.02857	0.05435	0.0506	0.0261	0.0693	0.08756	0.0443	0.0434	0.05577	0.06558	0.03645	0.01905	0.16802	0.06341	0.04023	0.03936	0.03711	0.05541	0.02583	0.04907	0.05231	0.05334	0.0367	0.0862	0.04175	0.05069	0.06435	0.06205	0.04665	0.04301	0.10225	0.05997	0.02284	0.04304	0.04012	0.03611	0.03005
RASGRF1_P768_F	0.05971	0.06997	0.06951	0.06331	0.0664	0.04427	0.04001	0.03956	0.05148	0.0641	0.05192	0.05287	0.05069	0.09086	0.04664	0.03742	0.04034	0.04912	0.08455	0.05516	0.04336	0.05017	0.06024	0.04625	0.04393	0.04688	0.04448	0.05581	0.06163	0.07742	0.04328	0.04682	0.06877	0.05125	0.04394	0.0551	0.04652	0.05594	0.04432	0.06843	0.04455	0.05936	0.05506	0.05055	0.06305	0.04717	0.03427	0.05131	0.04351	0.06402	0.04885	0.04021	0.0372	0.02804	0.04028	0.02688	0.04125	0.04833	0.03569	0.03858	0.32576	0.04367	0.04392	0.04641	0.04023	0.04123	0.04631	0.03296	0.03823	0.04759	0.0534	0.05364	0.03984	0.04578	0.04541	0.02825	0.05814	0.09252	0.03957	0.05415	0.06372	0.05171	0.06104	0.05672	0.05223	0.05481	0.05171	0.08746	0.07023	0.16727	0.05097	0.03536	0.04459	0.02973
