	logFC	AveExpr	t	P.Value	adj.P.Val	B
F2R	0.00515680851063826	0.596917765957447	0.256704595177923	0.79797100295662	0.847981808483326	-7.10705170556995
MPL	-0.00363255319148938	0.843902446808511	-0.256283192046465	0.798295374392506	0.847981808483326	-7.10716019971628
RBL2	0.00118340425531915	0.0669506382978723	0.244919062002507	0.807055981507879	0.8559000333726	-7.11001887312626
LRRK1	0.000726382978723385	0.943923191489362	0.242712165367876	0.808760171219657	0.8559000333726	-7.11055901102674
MATK	-0.00529957446808512	0.44312914893617	-0.242281297053376	0.809093000297536	0.8559000333726	-7.11066389631938
UNG	0.00168553191489362	0.0835976595744681	0.23325780805	0.816071270095377	0.862094546675722	-7.11281769642301
EPHA3	0.00199489361702129	0.11630170212766	0.225261117377021	0.82226790092073	0.867447455916375	-7.11465817521087
HRASLS	0.00149382978723404	0.0580860638297872	0.223782068420526	0.823415263112574	0.867466285419008	-7.11499155865621
AREG	0.00049404255319149	0.0493457446808511	0.218455217519907	0.827550693550872	0.870628674858999	-7.1161740727424
ZAP70	0.00365468085106385	0.758470319148936	0.215203397107785	0.830077599660057	0.872092471325477	-7.11688195944555
IL1A	-0.000548085106382979	0.962949574468085	-0.205433615565347	0.837680091971193	0.878877473543547	-7.11894493678062
CD86	0.00433787234042556	0.776097872340425	0.203763420878738	0.838981341198655	0.879041841801592	-7.11928803060017
NOTCH2	-0.000275319148936171	0.0272344680851064	-0.194089887339606	0.846526684919816	0.885739092668146	-7.12122014137109
ACVR1B	-0.000735106382978721	0.0483854255319149	-0.190506291196963	0.849325558435399	0.886943521737362	-7.12191206815744
TMEM63A	0.000641702127659569	0.0547408510638298	0.189659070191598	0.849987541664972	0.886943521737362	-7.12207376790799
PSCA	-0.00539297872340425	0.573092446808511	-0.177141180052802	0.859780777420119	0.895945233458142	-7.12437898765624
PLXDC1	0.00232787234042554	0.123077978723404	0.169071023494292	0.866106116360422	0.90131368206613	-7.12578177927271
PTPRF	0.00173914893617022	0.14698914893617	0.167256871935979	0.8675292528331	0.901573025948336	-7.1260881259963
GML	-0.00857276595744686	0.721149787234043	-0.16191632416851	0.871721235813716	0.904705282574235	-7.12697078424827
TIMP2	0.000501914893617023	0.0414701063829787	0.159911579076558	0.87329578268144	0.90503919780739	-7.12729472888034
EPHX1	-0.00423021276595747	0.643959787234043	-0.15850624585782	0.874399849964952	0.90503919780739	-7.12751941030552
SNCG	-0.00472425531914882	0.530191063829787	-0.153501711385938	0.878333549283301	0.907887168034422	-7.12830342560225
ICA1	-0.000345744680851073	0.0501979787234043	-0.124423555788457	0.901247108981714	0.929734431158112	-7.13236143084381
LIMK1	-0.00167170212765962	0.889610531914894	-0.121824065411506	0.903299876830155	0.929734431158112	-7.13268286968644
MAP3K8	0.00384914893617024	0.594398829787234	0.119253333232831	0.905330581093126	0.929734431158112	-7.13299408028046
TNFRSF10B	-0.000591063829787232	0.0880153191489362	-0.118322480117346	0.906066047859933	0.929734431158112	-7.13310513228159
MXI1	-0.00255914893617021	0.699222553191489	-0.118243062843953	0.906128799222849	0.929734431158112	-7.1331145665891
MAP2K6	-0.00210914893617022	0.125658829787234	-0.117478194205105	0.906733188720607	0.929734431158112	-7.13320510432634
IFNGR2	0.000683617021276596	0.107380106382979	0.112316821689081	0.910813056929713	0.932377661609762	-7.13380070205992
FANCF	-0.000301489361702121	0.0438303191489362	-0.11114573423469	0.911739093579338	0.932377661609762	-7.13393211698765
CCKAR	-0.00261723404255314	0.782675212765957	-0.102453821903006	0.918615940122308	0.938160960124911	-7.13486445039061
PTK2	0.000250851063829787	0.0506756382978723	0.0932674523542859	0.925890709311189	0.943108611431926	-7.13576736368791
MSH2	0.00148765957446809	0.728765319148936	0.0930768708363551	0.926041701390401	0.943108611431926	-7.1357851983685
FHIT	0.00016914893617021	0.040016914893617	0.091684984458545	0.927144533373834	0.943108611431926	-7.13591434562073
CDKN2A	-0.00031531914893617	0.0726793617021277	-0.0840693957183836	0.933181047099803	0.947993444672816	-7.13658652075284
GPR116	-0.000464468085106398	0.931039680851064	-0.0799869117707901	0.93641866828815	0.950025808778466	-7.13692287344847
ETS2	0.000935744680851059	0.0771951063829787	0.0735504047786505	0.941525301085512	0.952714635750397	-7.13741917491779
KCNQ1	0.000453617021276593	0.104239361702128	0.0720152603682681	0.942743631668058	0.952714635750397	-7.13753140063422
LMTK2	0.000913617021276578	0.599826808510638	0.0719561764272509	0.94279052496133	0.952714635750397	-7.13753567262728
IGFBP1	-0.00226617021276597	0.563778617021277	-0.0697604797545646	0.944533330277014	0.953221547506895	-7.13769194374966
IGF1	0.0013104255319149	0.640286276595745	0.0527905835137572	0.958011423113837	0.965554820146229	-7.13873639301734
INSR	-0.000563617021276587	0.175173510638298	-0.0488972377261095	0.961105519828579	0.967403721138072	-7.13893522616375
TUBB3	0.000928085106382965	0.216882553191489	0.0334714111261159	0.973370034849607	0.978466213042537	-7.13957335908131
SMARCB1	-0.000671489361702075	0.33508	-0.0276228692845411	0.978021831407099	0.981857211138107	-7.13975281290687
CRIP1	-0.000258510638297945	0.639260319148936	-0.0170191624222764	0.986457603567499	0.989033210887519	-7.13999055614421
HIF1A	-2.89361702127621e-05	0.0675627659574468	-0.00766280367501009	0.993902357860941	0.995198188835988	-7.14010653925973
ITPR3	-8.51063829787125e-06	0.0293014893617021	-0.00409243820741105	0.99674343737	0.99674343737	-7.14012761840683
