	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
SEZ6L	0.04758	0.05555	0.04668	0.04451	0.05198	0.05261	0.04163	0.05988	0.02882	0.06371	0.03481	0.03995	0.04144	0.03635	0.04469	0.03488	0.03347	0.04793	0.06838	0.06571	0.04496	0.044	0.04035	0.045	0.28122	0.06084	0.04428	0.03038	0.04272	0.04495	0.04303	0.03402	0.05011	0.04896	0.03901	0.05976	0.04454	0.04194	0.05435	0.06018	0.04605	0.06208	0.04801	0.03812	0.02922	0.02734	0.03376	0.05986	0.06617	0.04554	0.04644	0.03732	0.04196	0.04022	0.05884	0.08133	0.04511	0.0651	0.02947	0.05974	0.0241	0.09271	0.05215	0.04302	0.05495	0.05004	0.69713	0.04245	0.02999	0.18801	0.05794	0.06429	0.05725	0.0314	0.05519	0.03084	0.17431	0.03595	0.05233	0.08728	0.15524	0.07235	0.0521	0.03688	0.10362	0.04611	0.08435	0.38685	0.12785	0.04805	0.56163	0.0467	0.05893	0.03305
SFN	0.94123	0.8949	0.92631	0.9296	0.94181	0.89773	0.81623	0.88796	0.91671	0.9153	0.86407	0.89692	0.81631	0.88753	0.92677	0.89924	0.91272	0.93141	0.86842	0.91202	0.91515	0.8639	0.91275	0.90363	0.8561	0.9125	0.88101	0.87979	0.92091	0.89969	0.91282	0.91893	0.95315	0.90131	0.91125	0.87608	0.91043	0.85621	0.93782	0.9307	0.9194	0.93541	0.93255	0.88835	0.91423	0.91784	0.70371	0.9362	0.87887	0.91764	0.55551	0.91442	0.76206	0.52157	0.90035	0.71655	0.91562	0.81458	0.78943	0.90352	0.60978	0.8726	0.80527	0.86017	0.80412	0.88038	0.78342	0.87679	0.57495	0.91607	0.88449	0.9006	0.80253	0.93139	0.91622	0.85855	0.94046	0.84236	0.8353	0.64053	0.91422	0.86264	0.89072	0.89584	0.77206	0.64319	0.89282	0.84672	0.86965	0.57469	0.82008	0.75258	0.72865	0.23601
SFRP1	0.0696	0.06092	0.0383	0.05206	0.094	0.05951	0.03277	0.05063	0.0363	0.10795	0.03788	0.04116	0.05412	0.06896	0.05279	0.04522	0.07401	0.08497	0.08468	0.03872	0.06009	0.06208	0.04455	0.04952	0.20955	0.04073	0.03586	0.0529	0.05153	0.07079	0.06675	0.04092	0.0849	0.05277	0.04463	0.04522	0.13487	0.03854	0.07498	0.04667	0.04278	0.04594	0.0629	0.02315	0.04176	0.06252	0.03564	0.1016	0.1482	0.07002	0.0379	0.05596	0.05003	0.03577	0.02953	0.63954	0.11358	0.39055	0.04029	0.16089	0.02237	0.18276	0.08829	0.12408	0.06262	0.12521	0.32684	0.04164	0.03576	0.37209	0.38842	0.11905	0.04145	0.04885	0.11019	0.0214	0.31487	0.40235	0.09829	0.03144	0.42544	0.05331	0.12292	0.30754	0.36142	0.06646	0.06551	0.6025	0.28372	0.05461	0.24044	0.03383	0.0948	0.20257
SFTPA1	0.96249	0.93497	0.94796	0.91744	0.96125	0.93138	0.8254	0.95039	0.93846	0.94504	0.93507	0.89581	0.82774	0.91023	0.94405	0.91636	0.92679	0.94031	0.91962	0.90198	0.93194	0.88134	0.91219	0.93369	0.87283	0.92919	0.88632	0.91488	0.93624	0.9225	0.92366	0.93621	0.96893	0.94172	0.91333	0.87303	0.95326	0.86318	0.933	0.93427	0.91547	0.94952	0.94146	0.94038	0.91359	0.94838	0.89856	0.95067	0.88236	0.94042	0.63395	0.95523	0.89391	0.52769	0.96013	0.81423	0.95971	0.82256	0.72399	0.93607	0.8002	0.9516	0.86065	0.92326	0.80896	0.88022	0.79614	0.89032	0.76342	0.91736	0.89192	0.93318	0.85211	0.97173	0.96497	0.81238	0.95107	0.80712	0.9009	0.64992	0.91806	0.86259	0.92057	0.9381	0.88877	0.73744	0.88725	0.84477	0.87401	0.66162	0.87024	0.87857	0.9597	0.79578
SFTPB	0.82802	0.70333	0.78283	0.81371	0.79943	0.77475	0.61189	0.81693	0.80908	0.71472	0.7486	0.73743	0.72726	0.74236	0.8233	0.77704	0.78787	0.79105	0.75956	0.78238	0.79963	0.71992	0.75707	0.80807	0.69685	0.73597	0.72336	0.70174	0.8101	0.78774	0.79217	0.78375	0.8377	0.80534	0.8001	0.75226	0.72947	0.71115	0.78217	0.79375	0.76542	0.80738	0.84625	0.77384	0.82427	0.78996	0.84109	0.66942	0.66962	0.75743	0.77277	0.72527	0.83357	0.5131	0.84688	0.46584	0.72716	0.69733	0.56846	0.65848	0.57771	0.77328	0.66008	0.76244	0.76558	0.65301	0.5893	0.66719	0.74804	0.66992	0.77268	0.77341	0.75687	0.79513	0.79329	0.66963	0.79035	0.62936	0.65984	0.68272	0.79597	0.71435	0.64365	0.73239	0.65089	0.54346	0.73925	0.70621	0.55942	0.44266	0.58864	0.80755	0.85854	0.26999
SFTPC	0.81743	0.71026	0.74062	0.73438	0.74969	0.72834	0.58257	0.82105	0.77914	0.73198	0.74257	0.64424	0.71886	0.66013	0.76762	0.75819	0.77538	0.80078	0.79072	0.77154	0.78194	0.77178	0.75632	0.76595	0.75741	0.7405	0.72641	0.69895	0.80223	0.77651	0.79361	0.72024	0.8445	0.76428	0.78761	0.70759	0.74485	0.74508	0.79042	0.78498	0.72203	0.77329	0.79459	0.75456	0.78167	0.80896	0.47044	0.82412	0.70353	0.82167	0.5023	0.77984	0.67312	0.66389	0.78754	0.7303	0.78464	0.77699	0.51145	0.75569	0.59784	0.74231	0.71262	0.67442	0.62639	0.71753	0.58422	0.7133	0.47664	0.76136	0.73963	0.7648	0.63648	0.82304	0.77578	0.70673	0.80018	0.68448	0.66372	0.53333	0.78849	0.73768	0.65328	0.80322	0.66226	0.70244	0.75703	0.73109	0.66196	0.53833	0.56324	0.73561	0.85281	0.35573
SFTPD	0.89567	0.81587	0.86381	0.88377	0.86942	0.82326	0.65519	0.87294	0.87475	0.85095	0.85065	0.81352	0.70611	0.82318	0.86939	0.83847	0.85508	0.86861	0.79885	0.83566	0.84743	0.78716	0.84777	0.86619	0.84326	0.85991	0.78544	0.81144	0.86718	0.8439	0.84164	0.85055	0.91091	0.84549	0.86882	0.80829	0.86665	0.77834	0.87343	0.84616	0.83929	0.87149	0.86456	0.78181	0.8452	0.87546	0.88185	0.90443	0.82558	0.86861	0.91638	0.88268	0.91579	0.84576	0.90342	0.83062	0.90266	0.90476	0.8729	0.8619	0.54919	0.87368	0.89697	0.86523	0.80698	0.88924	0.70224	0.81155	0.82105	0.89873	0.91862	0.85738	0.91201	0.91834	0.88731	0.90815	0.89749	0.92368	0.81554	0.59017	0.86336	0.81843	0.78845	0.87497	0.84315	0.64177	0.79953	0.85478	0.78621	0.77591	0.81472	0.89831	0.89541	0.33162
SGCE	0.15924	0.13543	0.13067	0.1371	0.17503	0.13542	0.088	0.1333	0.11075	0.14845	0.06746	0.14294	0.1037	0.14039	0.11341	0.11598	0.11189	0.13629	0.13512	0.15225	0.19528	0.08168	0.08979	0.10382	0.10409	0.11259	0.09188	0.12158	0.11894	0.15595	0.10385	0.09523	0.1408	0.13707	0.08071	0.11792	0.10549	0.08763	0.13927	0.14143	0.16379	0.15268	0.1201	0.09897	0.14573	0.13963	0.02881	0.12381	0.12931	0.13846	0.1025	0.14399	0.12286	0.08203	0.07363	0.02171	0.15272	0.19283	0.25374	0.11357	0.08299	0.13866	0.11524	0.11595	0.13672	0.15742	0.12601	0.12925	0.03575	0.11902	0.07691	0.12152	0.11515	0.07609	0.13351	0.25333	0.14845	0.09747	0.10055	0.29165	0.09657	0.20221	0.15857	0.15433	0.3807	0.17493	0.10486	0.21271	0.16954	0.06764	0.16371	0.03582	0.12853	0.11917
SH3BP2	0.30363	0.22258	0.21787	0.38789	0.3127	0.27173	0.19301	0.29413	0.16732	0.31713	0.19237	0.22273	0.18712	0.19157	0.20561	0.18274	0.16733	0.19975	0.318	0.1911	0.23412	0.20511	0.26608	0.21171	0.25158	0.36225	0.15964	0.22553	0.17056	0.26389	0.20171	0.16977	0.26259	0.27157	0.17523	0.19971	0.32072	0.17786	0.23015	0.22091	0.20146	0.2782	0.23496	0.29472	0.24207	0.23945	0.2813	0.28593	0.26413	0.27307	0.2438	0.28109	0.24293	0.20254	0.22637	0.27787	0.38631	0.73925	0.30592	0.27004	0.21322	0.26632	0.2714	0.25556	0.26486	0.35706	0.22452	0.23374	0.11296	0.42909	0.28507	0.2815	0.28328	0.19957	0.31478	0.22388	0.32017	0.25155	0.22718	0.16324	0.2887	0.17627	0.31702	0.22998	0.28441	0.17503	0.20169	0.19342	0.31413	0.17289	0.25318	0.19709	0.26257	0.17238
SHB	0.0348	0.03033	0.02734	0.02544	0.04499	0.03177	0.02949	0.03254	0.01989	0.03612	0.02727	0.02663	0.02827	0.02985	0.02241	0.01981	0.01875	0.02432	0.03757	0.03005	0.03553	0.0223	0.02205	0.02113	0.02535	0.02418	0.02494	0.02952	0.03077	0.03416	0.02969	0.02342	0.02862	0.03156	0.02455	0.02269	0.02105	0.0266	0.02289	0.03581	0.02813	0.03481	0.03639	0.02315	0.02423	0.02992	0.0197	0.02527	0.02781	0.0208	0.0312	0.02075	0.03671	0.02862	0.02998	0.01776	0.01972	0.02749	0.024	0.02939	0.02085	0.02825	0.02859	0.03117	0.18438	0.02596	0.03013	0.02693	0.02359	0.02767	0.02847	0.02341	0.0304	0.0346	0.02056	0.02123	0.03347	0.03336	0.02625	0.02403	0.02077	0.03801	0.03996	0.0279	0.04219	0.03851	0.03247	0.03318	0.04275	0.0428	0.03545	0.02884	0.03828	0.02738
SHH	0.36454	0.31098	0.31808	0.51784	0.36177	0.30604	0.17357	0.28918	0.24452	0.3636	0.27278	0.2612	0.20241	0.28974	0.31756	0.28503	0.23748	0.28731	0.3231	0.34057	0.31119	0.33302	0.29629	0.24352	0.28228	0.34802	0.21427	0.28358	0.22539	0.25181	0.29724	0.27374	0.46758	0.32862	0.34666	0.26475	0.36679	0.21598	0.29679	0.27844	0.33199	0.39832	0.27876	0.43295	0.28785	0.28594	0.17191	0.44164	0.36347	0.38091	0.84663	0.30985	0.19464	0.2024	0.20512	0.24673	0.43496	0.24576	0.50312	0.40824	0.79492	0.43675	0.2354	0.50717	0.30791	0.39838	0.35794	0.29529	0.45537	0.49435	0.24881	0.39057	0.35583	0.30466	0.35801	0.15258	0.42889	0.31024	0.33977	0.13847	0.36984	0.47669	0.39044	0.30863	0.24437	0.29905	0.26614	0.59559	0.42498	0.68721	0.36894	0.21629	0.31666	0.10051
SIN3B	0.95559	0.93288	0.9415	0.94633	0.94471	0.92681	0.90952	0.93359	0.93731	0.92661	0.91957	0.92872	0.93748	0.90772	0.94512	0.92196	0.932	0.93674	0.92843	0.90661	0.94371	0.92921	0.92711	0.93493	0.89728	0.94333	0.92807	0.90184	0.92995	0.89688	0.93789	0.93292	0.94105	0.94375	0.94778	0.93652	0.93745	0.9284	0.92084	0.93326	0.94295	0.951	0.93179	0.91645	0.9513	0.94572	0.82441	0.93257	0.94311	0.92186	0.65143	0.95096	0.89963	0.78912	0.9456	0.90771	0.92934	0.77185	0.90704	0.91825	0.54358	0.92344	0.90719	0.9315	0.9133	0.944	0.9512	0.94623	0.84559	0.943	0.92964	0.92086	0.82913	0.89392	0.93108	0.94279	0.92791	0.96511	0.92828	0.94526	0.93063	0.8995	0.9036	0.91333	0.92634	0.87683	0.92918	0.88508	0.90316	0.88846	0.90524	0.9494	0.46452	0.75371
SKI	0.05761	0.04207	0.05415	0.04551	0.05025	0.05713	0.03376	0.04091	0.04363	0.04639	0.04125	0.04361	0.04706	0.05646	0.04234	0.04181	0.04664	0.05047	0.07882	0.05638	0.07331	0.0449	0.04337	0.03814	0.04894	0.06019	0.04787	0.03979	0.05208	0.05257	0.05581	0.04869	0.05061	0.04804	0.04365	0.04256	0.03568	0.03841	0.05023	0.06326	0.04945	0.05305	0.05807	0.0263	0.04452	0.04579	0.1796	0.05209	0.05396	0.04039	0.05743	0.05344	0.04675	0.04455	0.04529	0.09351	0.04236	0.04695	0.06733	0.04073	0.02972	0.04565	0.04976	0.05134	0.04942	0.05073	0.04757	0.04391	0.03632	0.04866	0.0521	0.0519	0.04911	0.0432	0.04262	0.03721	0.05523	0.06543	0.03959	0.05315	0.04431	0.0675	0.07899	0.05977	0.06459	0.04526	0.04728	0.05887	0.0552	0.02768	0.04403	0.05725	0.04377	0.03668
SLC14A1	0.85869	0.77822	0.88123	0.87534	0.87034	0.83872	0.75792	0.82476	0.89004	0.79755	0.8098	0.84471	0.8248	0.80671	0.85722	0.81378	0.85822	0.87956	0.82634	0.87684	0.86567	0.84171	0.85962	0.82208	0.78599	0.80982	0.82285	0.81897	0.83707	0.83886	0.85466	0.85584	0.86987	0.86302	0.86764	0.883	0.73765	0.88342	0.85156	0.83943	0.83655	0.8713	0.90007	0.85364	0.89013	0.87454	0.92005	0.75894	0.64553	0.75739	0.79859	0.82261	0.66096	0.80989	0.86396	0.77326	0.77993	0.9095	0.80964	0.76748	0.74244	0.77218	0.62645	0.78635	0.56594	0.73526	0.88732	0.86149	0.57769	0.77549	0.74236	0.76217	0.79091	0.90409	0.84026	0.65273	0.80325	0.60079	0.73825	0.89172	0.8239	0.74027	0.75654	0.73781	0.57282	0.47166	0.78548	0.80346	0.79713	0.54911	0.74425	0.92056	0.83332	0.49873
SLC22A18	0.71372	0.74166	0.61546	0.70872	0.76826	0.68576	0.57274	0.83029	0.56293	0.74497	0.45549	0.73889	0.72568	0.67019	0.73084	0.74757	0.6689	0.66606	0.70026	0.762	0.75533	0.76855	0.77222	0.67416	0.50201	0.74511	0.74451	0.65734	0.69903	0.59921	0.72754	0.62345	0.65082	0.70449	0.64538	0.71224	0.77034	0.69903	0.7843	0.61745	0.72389	0.67493	0.78828	0.52401	0.67313	0.63149	0.83099	0.80832	0.73033	0.74133	0.53902	0.72247	0.48111	0.35915	0.83582	0.53803	0.74653	0.64927	0.91388	0.85759	0.84554	0.71712	0.70831	0.73565	0.87173	0.87911	0.52287	0.45802	0.80414	0.8609	0.86463	0.82895	0.66605	0.88153	0.80123	0.76709	0.80186	0.80774	0.81348	0.90361	0.66999	0.69959	0.75447	0.25581	0.66089	0.48913	0.57369	0.80238	0.73296	0.43432	0.57911	0.91172	0.9133	0.14314
SLC22A2	0.97071	0.95364	0.96991	0.96556	0.96857	0.95526	0.9402	0.95594	0.96441	0.95718	0.95649	0.96229	0.95336	0.94066	0.96771	0.95971	0.96312	0.9673	0.95165	0.95764	0.9588	0.96394	0.95928	0.96425	0.96274	0.95179	0.96466	0.96056	0.96474	0.94616	0.96085	0.96507	0.9723	0.9559	0.96962	0.96902	0.95956	0.96189	0.97151	0.95962	0.96817	0.96825	0.96875	0.96744	0.96534	0.96689	0.97367	0.97008	0.95757	0.96059	0.96107	0.9698	0.96793	0.96397	0.96957	0.95712	0.96518	0.95168	0.96994	0.94246	0.8007	0.9591	0.9693	0.96205	0.84597	0.95475	0.96539	0.96119	0.94589	0.95975	0.96554	0.96417	0.96879	0.97518	0.9636	0.96405	0.96193	0.97334	0.96618	0.90768	0.97324	0.95345	0.94829	0.95058	0.95756	0.95645	0.94899	0.94108	0.94792	0.95393	0.94431	0.96886	0.9506	0.93322
SLC22A3	0.16399	0.13192	0.06022	0.14565	0.15014	0.07526	0.1835	0.13711	0.07568	0.22494	0.12721	0.10047	0.08983	0.10559	0.11972	0.07676	0.07993	0.08354	0.21091	0.07894	0.07503	0.10526	0.13446	0.07697	0.06578	0.1175	0.07844	0.12687	0.0621	0.11144	0.14222	0.06913	0.1947	0.08264	0.10827	0.09507	0.37559	0.03954	0.10219	0.11386	0.09722	0.06692	0.07491	0.17384	0.09375	0.05065	0.04219	0.14502	0.40809	0.16151	0.07984	0.20473	0.17483	0.07442	0.07443	0.12977	0.25821	0.04863	0.2113	0.36703	0.15785	0.36543	0.0952	0.20998	0.22545	0.23359	0.07961	0.11427	0.24807	0.57321	0.10212	0.22299	0.123	0.05111	0.25262	0.14724	0.55306	0.22771	0.24708	0.88811	0.1007	0.23763	0.30685	0.08987	0.12266	0.18837	0.17295	0.08045	0.4059	0.0723	0.3408	0.06191	0.13784	0.07945
SLC5A5	0.73633	0.79596	0.655	0.66484	0.75838	0.64873	0.48068	0.76067	0.56998	0.77138	0.54	0.66882	0.63224	0.64527	0.76933	0.7225	0.69624	0.75114	0.76654	0.67884	0.66721	0.74182	0.7185	0.61993	0.82901	0.74222	0.61025	0.61404	0.65513	0.58959	0.73863	0.60584	0.69222	0.69839	0.78739	0.69714	0.8093	0.6904	0.74274	0.67612	0.73062	0.65396	0.71405	0.61441	0.6784	0.6481	0.57173	0.79534	0.85973	0.81352	0.70628	0.81007	0.90118	0.92937	0.8249	0.83426	0.80962	0.78843	0.78078	0.78072	0.53681	0.87292	0.89533	0.8234	0.91934	0.87312	0.86642	0.68798	0.52609	0.82215	0.91107	0.84984	0.72259	0.70599	0.69726	0.92196	0.86349	0.59357	0.79503	0.94267	0.84175	0.81502	0.73506	0.34939	0.59115	0.87124	0.82699	0.79804	0.76753	0.75622	0.83076	0.79953	0.94579	0.82401
SLC5A8	0.3427	0.32148	0.33662	0.33885	0.43261	0.34825	0.1902	0.42718	0.265	0.3776	0.2668	0.28002	0.31224	0.29179	0.28349	0.29883	0.24052	0.30384	0.44789	0.28714	0.4567	0.35054	0.31452	0.28339	0.28886	0.28216	0.23263	0.29034	0.28691	0.309	0.27751	0.23518	0.38341	0.37721	0.26198	0.2399	0.33837	0.22332	0.27098	0.33469	0.36903	0.33368	0.34909	0.35796	0.33362	0.34688	0.05963	0.34965	0.41076	0.37038	0.38413	0.41545	0.33144	0.19478	0.36964	0.33084	0.32659	0.24122	0.37944	0.47478	0.22336	0.4042	0.25773	0.31914	0.28868	0.32598	0.34813	0.2641	0.09347	0.58751	0.29559	0.37293	0.28268	0.37468	0.38922	0.2701	0.39043	0.26125	0.25831	0.21394	0.48657	0.33609	0.40672	0.44457	0.23578	0.32973	0.2918	0.70782	0.49631	0.18943	0.37691	0.63041	0.35701	0.46248
SLIT2	0.49583	0.45962	0.51074	0.52088	0.49132	0.44596	0.31496	0.45215	0.40415	0.48676	0.36324	0.46853	0.386	0.44445	0.4751	0.32103	0.41219	0.42434	0.49474	0.46109	0.51312	0.30128	0.4122	0.41003	0.41538	0.4464	0.39856	0.48888	0.38572	0.40647	0.42639	0.38124	0.44565	0.5149	0.40442	0.36885	0.4404	0.29225	0.41549	0.42948	0.49711	0.44461	0.45611	0.4502	0.47311	0.42593	0.26738	0.48292	0.44011	0.44343	0.39203	0.52002	0.37254	0.44539	0.41497	0.64793	0.42816	0.84403	0.25082	0.48191	0.48193	0.37525	0.26857	0.39669	0.43364	0.39429	0.38707	0.45157	0.2062	0.57841	0.64919	0.4782	0.44098	0.39435	0.46019	0.34425	0.46036	0.47342	0.32635	0.77511	0.53657	0.3668	0.41746	0.50076	0.41899	0.35634	0.39648	0.72067	0.43378	0.41769	0.67727	0.80612	0.59171	0.52635
SMAD2	0.04293	0.03606	0.03217	0.0343	0.04	0.03156	0.02424	0.03276	0.0298	0.04539	0.02806	0.03292	0.03066	0.04334	0.0264	0.03068	0.03278	0.04198	0.04464	0.03941	0.03771	0.03264	0.03808	0.03125	0.02955	0.03166	0.03303	0.03565	0.04015	0.05514	0.03769	0.03259	0.04512	0.03751	0.03302	0.03096	0.03234	0.04201	0.03395	0.04506	0.03146	0.03608	0.038	0.02489	0.03125	0.0342	0.02743	0.03841	0.04251	0.04432	0.04842	0.0425	0.04316	0.04747	0.04203	0.02961	0.03153	0.04405	0.04138	0.04005	0.02889	0.04101	0.04097	0.04561	0.04248	0.03406	0.04591	0.03518	0.02188	0.04189	0.05576	0.03831	0.03543	0.03585	0.03831	0.02783	0.04044	0.04995	0.03806	0.04548	0.04477	0.03707	0.0475	0.04249	0.05117	0.04268	0.0514	0.05479	0.046	0.0537	0.04415	0.06191	0.05567	0.05782
SMAD4	0.02672	0.03788	0.02104	0.02416	0.03229	0.02455	0.02856	0.0275	0.02797	0.03235	0.01943	0.02625	0.02718	0.03421	0.0246	0.02356	0.01787	0.02564	0.03098	0.02914	0.03388	0.02584	0.02798	0.02218	0.02455	0.01833	0.02821	0.02371	0.02956	0.03868	0.02496	0.02954	0.03863	0.02828	0.02382	0.02739	0.02363	0.02438	0.02525	0.03098	0.02198	0.02512	0.03557	0.02452	0.02225	0.02731	0.02171	0.01992	0.02782	0.02232	0.03078	0.02621	0.0239	0.0271	0.02355	0.03711	0.02709	0.0289	0.02692	0.02358	0.03736	0.02708	0.02779	0.02989	0.03223	0.02456	0.06475	0.03136	0.03378	0.02908	0.03107	0.02361	0.03115	0.03204	0.02196	0.02458	0.03467	0.02715	0.03371	0.02773	0.0391	0.02629	0.03179	0.02347	0.04428	0.02446	0.02906	0.03834	0.03052	0.02182	0.03455	0.03618	0.0287	0.02862
SMARCA3	0.07791	0.0576	0.09799	0.04802	0.05225	0.03927	0.06693	0.03399	0.04396	0.05991	0.0381	0.04471	0.04305	0.05384	0.05187	0.04513	0.03699	0.04489	0.05428	0.07385	0.06712	0.04379	0.03518	0.03284	0.04304	0.03354	0.04167	0.03979	0.04103	0.05493	0.03679	0.04957	0.04955	0.04961	0.03795	0.0773	0.03195	0.06756	0.04512	0.05798	0.08308	0.05138	0.04618	0.05142	0.04385	0.04072	0.02918	0.04372	0.04196	0.04158	0.04232	0.04245	0.02785	0.03579	0.03351	0.04263	0.0363	0.03916	0.03547	0.03509	0.0785	0.04081	0.05336	0.0368	0.02888	0.02943	0.04909	0.04125	0.05804	0.04558	0.04714	0.03922	0.03313	0.05041	0.03138	0.03133	0.0552	0.06015	0.03909	0.42494	0.03844	0.02978	0.05475	0.04347	0.11604	0.05103	0.03755	0.05738	0.04625	0.06787	0.03644	0.04826	0.04127	0.0704
SMARCA4	0.04793	0.03573	0.03256	0.03981	0.04932	0.03272	0.02612	0.03948	0.02748	0.03846	0.03112	0.03211	0.03789	0.0448	0.03195	0.03496	0.02693	0.03847	0.05874	0.03986	0.03339	0.0261	0.0391	0.02805	0.03256	0.02664	0.0382	0.03388	0.04971	0.04609	0.03552	0.03761	0.04181	0.04303	0.04737	0.03225	0.02867	0.0369	0.03295	0.04634	0.04148	0.03412	0.03186	0.03603	0.03884	0.04141	0.03415	0.03011	0.03343	0.03402	0.04753	0.03903	0.0472	0.03052	0.03497	0.02285	0.03164	0.03504	0.02735	0.02904	0.02806	0.0362	0.04417	0.04944	0.0354	0.02903	0.02845	0.03525	0.02457	0.03357	0.03914	0.03947	0.02969	0.03324	0.02854	0.0277	0.03713	0.04881	0.02894	0.05886	0.03631	0.03466	0.0647	0.0452	0.04676	0.04456	0.03784	0.05408	0.04984	0.03126	0.04962	0.05332	0.03845	0.02704
SMARCB1	0.62581	0.35022	0.28513	0.48471	0.47285	0.35719	0.19153	0.36329	0.22531	0.32884	0.49987	0.20169	0.27173	0.20626	0.31718	0.27429	0.24355	0.25303	0.33603	0.20705	0.32823	0.19425	0.32208	0.4464	0.40855	0.32599	0.34184	0.33264	0.22662	0.30756	0.3046	0.34387	0.58976	0.346	0.24382	0.27808	0.43586	0.28778	0.38476	0.38239	0.27457	0.45385	0.23425	0.53045	0.31291	0.34404	0.28783	0.5057	0.40707	0.38134	0.23241	0.43787	0.2612	0.12772	0.31706	0.22262	0.40722	0.27002	0.21112	0.43668	0.1215	0.29932	0.27206	0.41033	0.2724	0.48137	0.35277	0.54089	0.1016	0.34554	0.5448	0.42112	0.35413	0.43297	0.31847	0.33038	0.46807	0.57957	0.29018	0.16594	0.55332	0.30661	0.34333	0.64999	0.34284	0.19981	0.33459	0.15791	0.33935	0.18414	0.43121	0.30639	0.15952	0.10253
SMO	0.06918	0.06091	0.06015	0.06217	0.06249	0.0626	0.04158	0.05472	0.05135	0.07363	0.05708	0.0528	0.05118	0.06256	0.04819	0.04876	0.05037	0.05992	0.0693	0.06156	0.05309	0.04361	0.05486	0.05064	0.05469	0.04407	0.05451	0.06507	0.05175	0.07867	0.05668	0.05213	0.06619	0.05234	0.0653	0.05881	0.04827	0.05091	0.07426	0.09296	0.07276	0.06125	0.06401	0.03887	0.06639	0.06165	0.03738	0.08136	0.07746	0.06603	0.06684	0.05118	0.05377	0.05483	0.05276	0.57649	0.05725	0.06118	0.06054	0.04981	0.05264	0.06004	0.06587	0.06921	0.06516	0.05018	0.61606	0.04876	0.04114	0.08185	0.06077	0.10389	0.06613	0.09108	0.05281	0.04257	0.18434	0.05505	0.05104	0.46999	0.24531	0.08393	0.06631	0.05282	0.11054	0.07925	0.05708	0.62462	0.08326	0.06535	0.07045	0.06957	0.06089	0.06202
SNCG	0.74107	0.56572	0.56729	0.55301	0.69571	0.47841	0.36401	0.60981	0.44524	0.59141	0.61797	0.43438	0.4409	0.53045	0.5791	0.51716	0.39588	0.40794	0.61084	0.46083	0.55388	0.55234	0.51959	0.57049	0.54075	0.55269	0.47895	0.51439	0.43787	0.46845	0.4359	0.39375	0.70496	0.51109	0.46538	0.61016	0.61923	0.57635	0.61979	0.5592	0.6506	0.65367	0.46213	0.6751	0.58179	0.68353	0.03084	0.76104	0.64113	0.65836	0.58065	0.6624	0.31911	0.79786	0.59967	0.22895	0.72854	0.37313	0.30184	0.64935	0.20241	0.533	0.63498	0.6385	0.68343	0.60121	0.3425	0.54547	0.2265	0.46248	0.80976	0.66666	0.4238	0.54243	0.51279	0.63278	0.67901	0.47353	0.54872	0.21238	0.72473	0.56382	0.6691	0.74903	0.51804	0.43833	0.52981	0.44127	0.6054	0.53758	0.67202	0.196	0.39005	0.09841
SNRPN	0.87609	0.83519	0.86994	0.87458	0.87539	0.83789	0.71051	0.83714	0.8594	0.84849	0.83932	0.81027	0.81011	0.84634	0.8645	0.85156	0.86914	0.86943	0.84235	0.86396	0.87236	0.86501	0.85666	0.86699	0.88016	0.86103	0.83498	0.85255	0.8522	0.82038	0.86233	0.84391	0.87931	0.84506	0.85376	0.87701	0.86974	0.85687	0.88034	0.88206	0.87092	0.87152	0.88401	0.46541	0.87579	0.86663	0.51722	0.89694	0.88678	0.86098	0.92827	0.88031	0.73827	0.82953	0.84936	0.71456	0.88228	0.92399	0.78599	0.85589	0.53163	0.83234	0.89025	0.83389	0.80135	0.89749	0.93199	0.89575	0.5961	0.88282	0.8413	0.88886	0.82125	0.86584	0.87144	0.90324	0.87362	0.83344	0.86043	0.72276	0.88183	0.85195	0.82865	0.85199	0.83444	0.77814	0.87788	0.82909	0.87484	0.63865	0.85563	0.83824	0.69804	0.84574
